result_name,value,set_id,dim_name_1,dim_value_1,dim_name_2,dim_value_2,dim_name_3,dim_value_3,dim_name_4,dim_value_4,dim_name_5,dim_value_5,dim_name_6,dim_value_6,measure_id,name,description,source_name
name=HOSPITAL VALUE|||unit=cases,925,32,Data Element,Charges-Abstract,Issue Period,2011 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1235,Abstract charge <=$0 cases. (Cases > 50 and rate >=.5%),Abstract charge <=$0 cases. (Cases > 50 and rate >=.5% of total cases),PHIS
name=HOSPITAL VALUE|||unit=%,3.2,32,Data Element,Charges-Abstract,Issue Period,2011 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1236,Abstract charge <=$0 rate. (Cases > 50 and rate >=.5%),Abstract charge <=$0 rate. (Cases > 50 and rate >=.5% of total cases),PHIS
name=PHIS MEDIAN|||unit=%,0,32,Data Element,Charges-Abstract,Issue Period,2011 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1236,Abstract charge <=$0 rate. (Cases > 50 and rate >=.5%),Abstract charge <=$0 rate. (Cases > 50 and rate >=.5% of total cases),PHIS
name=PHIS MEDIAN|||unit=cases,0,32,Data Element,Charges-Abstract,Issue Period,2011 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1235,Abstract charge <=$0 cases. (Cases > 50 and rate >=.5%),Abstract charge <=$0 cases. (Cases > 50 and rate >=.5% of total cases),PHIS
name=PHIS MEDIAN|||unit=PPx,,33,Data Element,Px End Date (Principal Px),Issue Period,2011 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2113,PPx count with missing PPx end dates.,Principal Px count with missing or null Principal Px end dates.,PHIS
name=HOSPITAL VALUE|||unit=PPx,3513,33,Data Element,Px End Date (Principal Px),Issue Period,2011 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2113,PPx count with missing PPx end dates.,Principal Px count with missing or null Principal Px end dates.,PHIS
name=PHIS MEDIAN|||unit=cases,,34,Data Element,Mech Vent Flag (Reported),Issue Period,2014 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2034,"Reported MechVent flag=No, reptd MechVent days >= 1 cases",Reported Mechanical Ventilation flag not consistent with reported Mechanical Ventilation days cases. (Reported Mechanical Ventilation flag = No and reported Mechanical Ventilation days >= 1 Count >=1),PHIS
name=PHIS MEDIAN|||unit=%,,34,Data Element,Mech Vent Flag (Reported),Issue Period,2014 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2035,"Reported MechVent flag=No, reptd MechVent days >= 1 rate",Reported Mechanical Ventilation flag not consistent with reported Mechanical Ventilation days rate. (Reported Mechanical Ventilation flag = No and reported Mechanical Ventilation days >= 1 Count >=1),PHIS
name=HOSPITAL VALUE|||unit=%,0,34,Data Element,Mech Vent Flag (Reported),Issue Period,2014 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2035,"Reported MechVent flag=No, reptd MechVent days >= 1 rate",Reported Mechanical Ventilation flag not consistent with reported Mechanical Ventilation days rate. (Reported Mechanical Ventilation flag = No and reported Mechanical Ventilation days >= 1 Count >=1),PHIS
name=HOSPITAL VALUE|||unit=cases,1,34,Data Element,Mech Vent Flag (Reported),Issue Period,2014 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2034,"Reported MechVent flag=No, reptd MechVent days >= 1 cases",Reported Mechanical Ventilation flag not consistent with reported Mechanical Ventilation days cases. (Reported Mechanical Ventilation flag = No and reported Mechanical Ventilation days >= 1 Count >=1),PHIS
name=PHIS MEDIAN|||unit=%,,35,Data Element,Px End Hour (Principal Px),Issue Period,2012 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2127,PPx end hour is missing for 100% of PPx.,Principal Px end hour is missing for 100% of Principal Px. (End Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=%,100,35,Data Element,Px End Hour (Principal Px),Issue Period,2012 Q4,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2127,PPx end hour is missing for 100% of PPx.,Principal Px end hour is missing for 100% of Principal Px. (End Hour = 99),PHIS
name=HOSPITAL VALUE|||unit=,,36,Data Element,Px Start Date,Issue Period,2006 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2209,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,36,Data Element,Px Start Date,Issue Period,2006 Q1,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2209,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,37,Data Element,Admit Hour Indicator,Issue Period,2006 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2185,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,37,Data Element,Admit Hour Indicator,Issue Period,2006 Q2,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2185,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,38,Data Element,PICU Flag (Reported),Issue Period,2005 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2225,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,38,Data Element,PICU Flag (Reported),Issue Period,2005 Q2,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2225,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,39,Data Element,ECMO Flag (Reported),Issue Period,2004 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2217,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,39,Data Element,ECMO Flag (Reported),Issue Period,2004 Q4,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2217,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,40,Data Element,ECMO Flag (Reported),Issue Period,2005 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2217,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,40,Data Element,ECMO Flag (Reported),Issue Period,2005 Q3,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2217,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=%,,41,Data Element,Medical Discharge Hour,Issue Period,2011 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1718,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=HOSPITAL VALUE|||unit=%,100,41,Data Element,Medical Discharge Hour,Issue Period,2011 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1718,Med discharge hour = physical discharge hour for 100% cases,Medical = physical discharge hour for 100% of cases. (Medical Discharge Hour between 00 and 23) Unable to distinguish medical from physical discharge hour.,PHIS
name=HOSPITAL VALUE|||unit=,,42,Data Element,Admit Hour Indicator,Issue Period,2007 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1188,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <10% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=,,42,Data Element,Admit Hour Indicator,Issue Period,2007 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1188,"Adm Hr Ind =Default, but Adm Hr spread thru day","Admit Hour Indicator is not consistent with entries. Default values indicated for >=95% of cases, but Admit Hour values are spread throughout the day (>=1 Admit Hour single value measure is <10% and not =0%)",PHIS
name=PHIS MEDIAN|||unit=,,43,Data Element,Patient Type,Issue Period,2010 Q1,Patient Type,Clinic Visit,Hospital Name,Children's Hospital Colorado,,,,,2310,Clinic data quality not assessed. Data may not be reliable.,Patient Type 4 (Clinic) data quality has not been assessed and may not be reliable for comparative data analysis. (Patient Type 4 count >=1),PHIS
name=HOSPITAL VALUE|||unit=,63336,43,Data Element,Patient Type,Issue Period,2010 Q1,Patient Type,Clinic Visit,Hospital Name,Children's Hospital Colorado,,,,,2310,Clinic data quality not assessed. Data may not be reliable.,Patient Type 4 (Clinic) data quality has not been assessed and may not be reliable for comparative data analysis. (Patient Type 4 count >=1),PHIS
name=PHIS MEDIAN|||unit=Px,,44,Data Element,Px End Date,Issue Period,2009 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2103,Px count with missing px end dates.,Px count with missing or null px end dates.,PHIS
name=HOSPITAL VALUE|||unit=Px,7536,44,Data Element,Px End Date,Issue Period,2009 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2103,Px count with missing px end dates.,Px count with missing or null px end dates.,PHIS
name=PHIS MEDIAN|||unit=,,46,Data Element,Discharge Hour,Issue Period,2006 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2177,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,46,Data Element,Discharge Hour,Issue Period,2006 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2177,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=%,92.6,47,Data Element,Zip Code,Issue Period,2012 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1681,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=PHIS MEDIAN|||unit=%,99.8,47,Data Element,Zip Code,Issue Period,2012 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,1681,Zip code last 4 digits missing in >=20% of cases,Zip Code last 4 digits missing in >=20% of cases (Zip +4 = #####0000),PHIS
name=HOSPITAL VALUE|||unit=codes,2618,48,Data Element,Country,Issue Period,2004 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1994,Country code invalid value count,Country code invalid or null value count,PHIS
name=HOSPITAL VALUE|||unit=,,48,Data Element,Country,Issue Period,2004 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2148,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=cases,2789,48,Data Element,Country,Issue Period,2004 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1993,Country code invalid entry cases.,Country code invalid or null entry cases,PHIS
name=PHIS MEDIAN|||unit=,,48,Data Element,Country,Issue Period,2004 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2148,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=cases,2953,48,Data Element,Country,Issue Period,2004 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1993,Country code invalid entry cases.,Country code invalid or null entry cases,PHIS
name=PHIS MEDIAN|||unit=codes,,48,Data Element,Country,Issue Period,2004 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1994,Country code invalid value count,Country code invalid or null value count,PHIS
name=HOSPITAL VALUE|||unit=%,97.9709,49,Data Element,Physician ID - Version 1,Issue Period,2004 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2263,Attending physician entered <=98% cases.,Attending physician is entered for <=98% of cases. (Attending physician not = 0),PHIS
name=PHIS MEDIAN|||unit=%,50,49,Data Element,Physician ID - Version 1,Issue Period,2004 Q4,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2263,Attending physician entered <=98% cases.,Attending physician is entered for <=98% of cases. (Attending physician not = 0),PHIS
name=HOSPITAL VALUE|||unit=%,96.0799,50,Data Element,Physician ID - Version 1,Issue Period,2005 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2263,Attending physician entered <=98% cases.,Attending physician is entered for <=98% of cases. (Attending physician not = 0),PHIS
name=PHIS MEDIAN|||unit=%,50,50,Data Element,Physician ID - Version 1,Issue Period,2005 Q3,Patient Type,ED Visit,Hospital Name,Children's Hospital Colorado,,,,,2263,Attending physician entered <=98% cases.,Attending physician is entered for <=98% of cases. (Attending physician not = 0),PHIS
name=PHIS MEDIAN|||unit=,,51,Data Element,Px Start Hour,Issue Period,2005 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2213,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,51,Data Element,Px Start Hour,Issue Period,2005 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,2213,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=%,17.1151,52,Data Element,Admit Hour,Issue Period,2004 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1127,Admit Hour >=18% 06 (06:00 AM to 06:59 AM).,Admit Hour >=18% 06 (06:00 AM to 06:59 AM) and <100%.,PHIS
name=HOSPITAL VALUE|||unit=%,24.989,52,Data Element,Admit Hour,Issue Period,2004 Q3,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1127,Admit Hour >=18% 06 (06:00 AM to 06:59 AM).,Admit Hour >=18% 06 (06:00 AM to 06:59 AM) and <100%.,PHIS
name=PHIS MEDIAN|||unit=codes,,53,Data Element,Country,Issue Period,2006 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1994,Country code invalid value count,Country code invalid or null value count,PHIS
name=PHIS MEDIAN|||unit=,,53,Data Element,Country,Issue Period,2006 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2148,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=cases,2716,53,Data Element,Country,Issue Period,2006 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1993,Country code invalid entry cases.,Country code invalid or null entry cases,PHIS
name=PHIS MEDIAN|||unit=cases,2924,53,Data Element,Country,Issue Period,2006 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1993,Country code invalid entry cases.,Country code invalid or null entry cases,PHIS
name=HOSPITAL VALUE|||unit=codes,2392,53,Data Element,Country,Issue Period,2006 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1994,Country code invalid value count,Country code invalid or null value count,PHIS
name=HOSPITAL VALUE|||unit=,,53,Data Element,Country,Issue Period,2006 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,2148,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=PHIS MEDIAN|||unit=,,54,Data Element,SCHIP Flag-Primary,Issue Period,2005 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2241,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=,,54,Data Element,SCHIP Flag-Primary,Issue Period,2005 Q1,Patient Type,Obs Unit,Hospital Name,Children's Hospital Colorado,,,,,2241,Version 1 data does not include this data element.,Version 1 data does not include this data element.,PHIS
name=HOSPITAL VALUE|||unit=$,4446589,55,Data Element,"Charges-Billed, Nursing Unit",Issue Period,2010 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1305,Nrsg unit chgs >$0-Adult (vs. ped) Partial hosp tx unspec,"601120 - Partial hospitalization tx unit unspec (vs. 601123-Adolescent or 601125-Child partial hospitalization tx unit) has chgs >$0. To facilitate data analysis, whenever a unit designated as pediatric is available, charge codes are to be mapped to it.",PHIS
name=PHIS MEDIAN|||unit=$,,55,Data Element,"Charges-Billed, Nursing Unit",Issue Period,2010 Q1,Patient Type,Inpatient,Hospital Name,Children's Hospital Colorado,,,,,1305,Nrsg unit chgs >$0-Adult (vs. ped) Partial hosp tx unspec,"601120 - Partial hospitalization tx unit unspec (vs. 601123-Adolescent or 601125-Child partial hospitalization tx unit) has chgs >$0. To facilitate data analysis, whenever a unit designated as pediatric is available, charge codes are to be mapped to it.",PHIS
name=HOSPITAL VALUE|||unit=%,99.7,56,Data Element,Payer-Tertiary,Issue Period,2011 Q2,Patient Type,Amb Surg,Hospital Name,Children's Hospital Colorado,,,,,1871,Payer-Tertiary >= 1% unknown.,"Payer-Tertiary >= 1% and not = 100% unknown (Tertiary Source Of Payment = -1, 0, ??).",PHIS
